lat,lng,ALCALDIA,us_dscr
19.4098970036,-99.1317336035,Cuauhtémoc,Habitacional
19.4052060518,-99.1467909157,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.3910612588,-99.1789476159,Benito Juárez,Habitacional con Comercio
19.2989170171,-99.1561526384,Coyoacán,Habitacional
19.3154914264,-99.1484471888,Coyoacán,Habitacional con Comercio en Planta Baja
19.3261365734,-99.1328480873,Coyoacán,Habitacional
19.3725186259,-99.1375396294,Benito Juárez,Habitacional
19.3700696747,-99.1481703901,Benito Juárez,Habitacional
19.3470778379,-99.1671220282,Coyoacán,Habitacional Unifamiliar
19.304503088,-99.1419510863,Coyoacán,Habitacional con Comercio en Planta Baja
19.3826574302,-99.150555434,Benito Juárez,Habitacional
19.3270494134,-99.1555189257,Coyoacán,Habitacional con Comercio en Planta Baja
19.3135112453,-99.1508848548,Coyoacán,Habitacional con Comercio en Planta Baja
19.3389422227,-99.1545775701,Coyoacán,Habitacional
19.3129121489,-99.1556228509,Coyoacán,Habitacional con Comercio en Planta Baja
19.3066329371,-99.1127842164,Coyoacán,Habitacional
19.3144693438,-99.1506744083,Coyoacán,Habitacional con Comercio en Planta Baja
19.3502902728,-99.3190037815,Cuajimalpa,Habitacional Rural de Baja Densidad
19.3189070439,-99.1322820703,Coyoacán,Habitacional
19.3274204739,-99.1384066142,Coyoacán,Habitacional con Comercio en Planta Baja
19.3270431096,-99.1461313941,Coyoacán,Habitacional
19.3439048404,-99.1286180331,Coyoacán,Habitacional
19.3388941046,-99.3252842954,Cuajimalpa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.3374072633,-99.1541796168,Coyoacán,Habitacional
19.3279529149,-99.1105234352,Coyoacán,Habitacional
19.3291310221,-99.1152971998,Coyoacán,Habitacional
19.3339449074,-99.3098252499,Cuajimalpa,Rescate EcolÃ?Â³gico
19.3279594986,-99.1261251017,Coyoacán,Habitacional
19.3351816985,-99.1180316855,Coyoacán,Habitacional con Comercio en Planta Baja
19.374194716,-99.2805982844,Cuajimalpa,Habitacional con Comercio
19.3193281652,-99.127816697,Coyoacán,Habitacional
19.3687212031,-99.28979356,Cuajimalpa,Habitacional
19.3053837516,-99.1714854794,Coyoacán,Habitacional
19.3436168277,-99.3066693159,Cuajimalpa,Habitacional Rural de Baja Densidad
19.3411077416,-99.2909930474,Cuajimalpa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.339866973,-99.2889860814,Cuajimalpa,PreservaciÃ?Â³n EcolÃ?Â³gica
19.3335789711,-99.292087411,Cuajimalpa,Habitacional Rural de Baja Densidad
19.3079824243,-99.139057588,Coyoacán,Habitacional
19.3466791882,-99.1247522656,Coyoacán,Habitacional
19.3693969698,-99.294741284,Cuajimalpa,Habitacional con Comercio
19.3960380308,-99.2583727623,Cuajimalpa,Habitacional con Comercio
19.3081443253,-99.1178573168,Coyoacán,Habitacional
19.336324482,-99.1310084496,Coyoacán,Habitacional
19.3904381886,-99.2653143646,Cuajimalpa,Habitacional con Comercio
19.386807786,-99.2608200448,Cuajimalpa,Habitacional con Comercio
19.3439372681,-99.1214012383,Coyoacán,Habitacional
19.3671809762,-99.2913765285,Cuajimalpa,Habitacional con Comercio
19.3425162668,-99.1228900749,Coyoacán,Habitacional
19.3120203738,-99.1046523229,Coyoacán,Habitacional
19.3520275468,-99.3180808695,Cuajimalpa,Habitacional Rural
19.3463689802,-99.1345178794,Coyoacán,Habitacional
19.3709905078,-99.2855322775,Cuajimalpa,Habitacional con Comercio
19.3128903376,-99.1183526501,Coyoacán,Habitacional
19.3222541913,-99.1702535473,Coyoacán,Habitacional con Comercio en Planta Baja
19.3188123841,-99.1681683245,Coyoacán,Habitacional con Comercio en Planta Baja
19.3264707737,-99.1429736841,Coyoacán,Habitacional
19.3461647771,-99.2981920183,Cuajimalpa,Habitacional
19.3155096624,-99.1065328622,Coyoacán,Habitacional
19.3197475561,-99.1337123619,Coyoacán,Habitacional
19.3281082391,-99.1532127118,Coyoacán,Habitacional con Comercio en Planta Baja
19.3040774932,-99.1219205506,Coyoacán,Habitacional
19.3055633159,-99.1579220949,Coyoacán,Habitacional
19.3133942046,-99.1192854055,Coyoacán,Habitacional
19.3099091592,-99.170095943,Coyoacán,Habitacional
19.3324760463,-99.1584980126,Coyoacán,Habitacional con Comercio en Planta Baja
19.3288168894,-99.1568830462,Coyoacán,Habitacional con Comercio en Planta Baja
19.3085796148,-99.1581806751,Coyoacán,Habitacional con Comercio en Planta Baja
19.3131624772,-99.1584310938,Coyoacán,Habitacional con Comercio en Planta Baja
19.3417111946,-99.1182222029,Coyoacán,Habitacional con Comercio en Planta Baja
19.3103540446,-99.1127960367,Coyoacán,Habitacional
19.3326134539,-99.1181404408,Coyoacán,Habitacional
19.3102609486,-99.1592128071,Coyoacán,Habitacional con Comercio en Planta Baja
19.3266062515,-99.1534044089,Coyoacán,Habitacional con Comercio en Planta Baja
19.3147255847,-99.1116280285,Coyoacán,Habitacional
19.3030390809,-99.1611129524,Coyoacán,Habitacional
19.3367794154,-99.1681902699,Coyoacán,Habitacional con Comercio en Planta Baja
19.3744911654,-99.1528288157,Benito Juárez,Habitacional
19.3167025819,-99.1615343024,Coyoacán,Habitacional con Comercio en Planta Baja
19.1883721633,-99.0623098717,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.3321734116,-99.1596419285,Coyoacán,Habitacional con Comercio en Planta Baja
19.1793534001,-99.0377467623,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.3031856392,-99.1116868965,Coyoacán,Habitacional
19.4602084463,-99.1313745992,Cuauhtémoc,Habitacional
19.2010069391,-99.0161141149,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.3318232329,-99.1242611597,Coyoacán,Habitacional
19.4150761933,-99.1769781869,Cuauhtémoc,Habitacional
19.4552810908,-99.1335870381,Cuauhtémoc,Habitacional
19.1949084113,-99.0480737383,Milpa Alta,Habitacional Rural de Baja Densidad
19.3222792018,-99.166733371,Coyoacán,Habitacional con Comercio en Planta Baja
19.339779887,-99.1359983626,Coyoacán,Habitacional
19.2111172089,-99.0054652965,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.4116964202,-99.177184427,Cuauhtémoc,Habitacional
19.4139605688,-99.1705993962,Cuauhtémoc,Habitacional.
19.2165961707,-98.9956568221,Milpa Alta,Habitacional Rural
19.3162633521,-99.1053618803,Coyoacán,Habitacional
19.1868836243,-98.9948370264,Milpa Alta,Habitacional Rural
19.3118301185,-99.121545524,Coyoacán,Habitacional
19.4445661034,-99.1406023491,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.2227017792,-99.0112419141,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.2118516193,-99.2101863394,Tlalpan,ProducciÃ?Â³n Rural Agroindustrial
19.3154357401,-99.1645673181,Coyoacán,Habitacional con Comercio en Planta Baja
19.1880671569,-99.019658833,Milpa Alta,Habitacional Rural
19.2227994482,-98.9966643867,Milpa Alta,Habitacional Rural
19.3211349824,-99.1605568427,Coyoacán,Habitacional con Comercio en Planta Baja
19.432542438,-99.1297974632,Cuauhtémoc,Habitacional con Comercio en Planta Baja *(NÃ?Âºmero de niveles de acuerdo a los criterios para determinar las alturas en Zona HistÃ?Â³rica)
19.2074652173,-99.0633330688,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.426807899,-99.1572808411,Cuauhtémoc,Habitacional Mixto
19.1960168803,-99.0328247082,Milpa Alta,Habitacional Rural de Baja Densidad
19.3160741531,-99.1656810715,Coyoacán,Habitacional con Comercio en Planta Baja
19.272278628,-99.1795723802,Tlalpan,Habitacional
19.1992176557,-99.032755928,Milpa Alta,Habitacional Rural de Baja Densidad
19.3317745494,-99.1398654789,Coyoacán,Habitacional
19.2429587616,-99.1727688118,Tlalpan,Habitacional Rural
19.4629404175,-99.1455924859,Cuauhtémoc,Habitacional (Con comercio y/o Servicio en P.B. H-3-20 o 10 m)
19.4123845932,-99.1585810838,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.1958363333,-99.0045155994,Milpa Alta,Habitacional Rural con Comercio y Servicios
19.4086721216,-99.166635412,Cuauhtémoc,Habitacional
19.1885484608,-99.0523435251,Milpa Alta,Rescate EcolÃ?Â³gico
19.3384880771,-99.1453988218,Coyoacán,Habitacional
19.2044692438,-99.0663111029,Milpa Alta,Habitacional Rural de Baja Densidad
19.3457147154,-99.1267068589,Coyoacán,Habitacional
19.4532014539,-99.1617976264,Cuauhtémoc,Habitacional (Con comercio y/o Servicio en P.B. H-3-20 o 10 m)
19.4522658116,-99.1561048909,Cuauhtémoc,Habitacional (Con comercio y/o Servicio en P.B. H-3-20 o 10 m)
19.2434883312,-99.180227869,Tlalpan,Habitacional Rural
19.3423177905,-99.1696693648,Coyoacán,Habitacional
19.1901234355,-99.0295724915,Milpa Alta,Habitacional Rural de Baja Densidad
19.299633667,-99.1744785841,Tlalpan,Habitacional
19.2945505374,-99.1318727121,Tlalpan,Habitacional
19.3097599788,-99.1543599641,Coyoacán,Habitacional con Comercio en Planta Baja
19.4474319638,-99.1390242075,Cuauhtémoc,Habitacional con Oficinas
19.4456706938,-99.1537467173,Cuauhtémoc,Habitacional Mixto
19.4368753781,-99.1415857857,Cuauhtémoc,Equipamiento.
19.3410979479,-99.1334556788,Coyoacán,Habitacional
19.2041598339,-99.0588833595,Milpa Alta,PreservaciÃ?Â³n EcolÃ?Â³gica
19.4311308343,-99.1616403106,Cuauhtémoc,Habitacional con Comercio solo en P.B.
19.1854121967,-99.0629278231,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.2749492064,-99.2144046292,Tlalpan,Habitacional
19.3482993923,-99.1630361223,Coyoacán,Habitacional Unifamiliar
19.4248690585,-99.1592532159,Cuauhtémoc,Habitacional Mixto
19.2710307569,-99.228618122,Tlalpan,Habitacional
19.416217751,-99.1564624626,Cuauhtémoc,Habitacional
19.1847825461,-99.0323939065,Milpa Alta,Habitacional Rural de Baja Densidad
19.1757301548,-99.2515970383,Tlalpan,ProducciÃ?Â³n Rural Agroindustrial
19.1937387875,-99.0830740744,Milpa Alta,Rescate EcolÃ?Â³gico
19.2891291085,-99.1690808379,Tlalpan,Habitacional Unifamiliar de 501 mÃ?Â² o mÃ?Â¡s
19.3268903166,-99.1230062341,Coyoacán,Habitacional
19.4088955636,-99.1658638408,Cuauhtémoc,Habitacional
19.1720697082,-99.0734568252,Milpa Alta,Rescate EcolÃ?Â³gico
19.3006817447,-99.1619912238,Tlalpan,Habitacional
19.3371593055,-99.1352966144,Coyoacán,Habitacional
19.4079520412,-99.1391570091,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.2785080136,-99.1780918534,Tlalpan,Habitacional
19.4054008947,-99.1325601875,Cuauhtémoc,Habitacional
19.1867836118,-99.07790003,Milpa Alta,Habitacional Rural de Baja Densidad
19.1972199967,-99.0654622262,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.4626675281,-99.1405395339,Cuauhtémoc,Habitacional
19.3361654319,-99.1683749634,Coyoacán,Habitacional con Comercio en Planta Baja
19.1899488712,-99.0701007245,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.2888821475,-99.1305915127,Tlalpan,Habitacional
19.1677035701,-98.992833486,Milpa Alta,Rescate EcolÃ?Â³gico
19.3177505444,-99.1512912014,Coyoacán,Habitacional con Comercio en Planta Baja
19.1952692703,-99.0861624861,Milpa Alta,Habitacional Rural de Baja Densidad
19.4524939855,-99.1612325901,Cuauhtémoc,Habitacional (Con comercio y/o Servicio en P.B. H-3-20 o 10 m)
19.2049817347,-99.064994387,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.2931755026,-99.2352117969,Tlalpan,Habitacional
19.2104742122,-98.9999476806,Milpa Alta,Habitacional Rural de Baja Densidad
19.2050583704,-99.1394229973,Tlalpan,Habitacional Rural
19.3319547333,-99.161839733,Coyoacán,Centro de Barrio
19.4290411941,-99.1706528449,Cuauhtémoc,Habitacional Tipo B.
19.4519061991,-99.1481427451,Cuauhtémoc,Habitacional
19.1774177971,-99.0884123772,Milpa Alta,PreservaciÃ?Â³n EcolÃ?Â³gica
19.4481887589,-99.1410888922,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.2675553564,-99.148638182,Tlalpan,Habitacional
19.3208118857,-99.1179851241,Coyoacán,Habitacional
19.4358078767,-99.1654262847,Cuauhtémoc,Habitacional
19.1947454157,-99.0315008292,Milpa Alta,Habitacional Rural de Baja Densidad
19.4392549553,-99.146567035,Cuauhtémoc,Habitacional con Oficinas *(NÃ?Âºmero de niveles de acuerdo a los criterios para determinar las alturas en Zona HistÃ?Â³rica)
19.4347033339,-99.1383997479,Cuauhtémoc,Habitacional con Oficinas *(NÃ?Âºmero de niveles de acuerdo a los criterios para determinar las alturas en Zona HistÃ?Â³rica)
19.432030178,-99.136006815,Cuauhtémoc,Habitacional con Oficinas *(NÃ?Âºmero de niveles de acuerdo a los criterios para determinar las alturas en Zona HistÃ?Â³rica)
19.1877143452,-99.0137721059,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.34632056,-99.1600836062,Coyoacán,Habitacional Unifamiliar
19.28188552,-99.209623573,Tlalpan,Habitacional
19.3206767302,-99.1370135238,Coyoacán,Habitacional
19.4221617249,-99.150942297,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.3419790845,-99.1467416188,Coyoacán,Habitacional
19.1993053494,-99.0484129489,Milpa Alta,Habitacional Rural
19.2072865893,-99.0686405378,Milpa Alta,Habitacional Rural
19.3109021305,-99.148008738,Coyoacán,Habitacional con Comercio en Planta Baja
19.4193736132,-99.1383500621,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.272713158,-99.2215540484,Tlalpan,Habitacional
19.2019110886,-98.9709819999,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.2906227989,-99.2410245319,Tlalpan,Habitacional
19.3114410186,-99.1621072851,Coyoacán,Habitacional con Comercio en Planta Baja
19.2011272203,-99.014498587,Milpa Alta,Habitacional Rural de Baja Densidad
19.3179142726,-99.1654140874,Coyoacán,Habitacional con Comercio en Planta Baja
19.4380679616,-99.1372796754,Cuauhtémoc,Habitacional con Comercio en Planta Baja *(NÃ?Âºmero de niveles de acuerdo a los criterios para determinar las alturas en Zona HistÃ?Â³rica)
19.3470185423,-99.1355882574,Coyoacán,Habitacional
19.3207764907,-99.1331423835,Coyoacán,Habitacional
19.2850811503,-99.1891247757,Tlalpan,Habitacional con Comercio en Planta Baja
19.1874846434,-99.0749886147,Milpa Alta,Habitacional Rural
19.4216819182,-99.1388372451,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.4231878943,-99.1316607557,Cuauhtémoc,Habitacional con Oficinas
19.1894323312,-99.0183615787,Milpa Alta,Habitacional Rural
19.4181211248,-99.1390552936,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.1958963936,-99.0333021655,Milpa Alta,Habitacional Rural de Baja Densidad
19.3333579982,-99.1563071379,Coyoacán,Habitacional
19.2716001554,-99.2376121751,Tlalpan,Habitacional
19.4058335008,-99.1443778181,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.1845654509,-99.0327038047,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.4069465928,-99.130073885,Cuauhtémoc,Habitacional
19.4643922768,-99.1345093699,Cuauhtémoc,Habitacional
19.1960731204,-99.0511495865,Milpa Alta,Habitacional Rural
19.4567952967,-99.1453026317,Cuauhtémoc,Habitacional con Oficinas
19.4589679461,-99.1432960621,Cuauhtémoc,Habitacional Mixto
19.2026800885,-99.1398912456,Tlalpan,Habitacional Rural con Comercio y Servicios
19.330888671,-99.168809872,Coyoacán,Habitacional con Comercio en Planta Baja
19.307346383,-99.1494018918,Coyoacán,Habitacional
19.4541153712,-99.1286865164,Cuauhtémoc,Habitacional
19.1978993119,-99.0463645926,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.1978993119,-99.0463645926,Milpa Alta,Habitacional Rural de Baja Densidad
19.2710071448,-99.1764810782,Tlalpan,Habitacional
19.4191141034,-99.1769003683,Cuauhtémoc,Habitacional
19.2730062032,-99.1796584493,Tlalpan,Habitacional
19.2111823788,-98.9920325162,Milpa Alta,Habitacional Rural
19.3228407136,-99.1657889299,Coyoacán,Habitacional con Comercio en Planta Baja
19.2682146068,-99.1596083789,Tlalpan,Habitacional
19.219488995,-98.9925532057,Milpa Alta,Habitacional Rural con Comercio y Servicios
19.3253535061,-99.1243741154,Coyoacán,Habitacional
19.2607415517,-99.1769179973,Tlalpan,Habitacional
19.3003879104,-99.1428508299,Coyoacán,Habitacional con Comercio en Planta Baja
19.4341524365,-99.1585186139,Cuauhtémoc,Habitacional Mixto
19.4337279023,-99.1479238089,Cuauhtémoc,Habitacional con Oficinas
19.3412164476,-99.1156885104,Coyoacán,Habitacional con Comercio en Planta Baja
19.4289879952,-99.1527846786,Cuauhtémoc,Habitacional Mixto
19.4290897356,-99.1272146191,Cuauhtémoc,Habitacional *(NÃ?Âºmero de niveles de acuerdo a los criterios para determinar las alturas en Zona HistÃ?Â³rica)
19.2774960491,-99.2116866841,Tlalpan,Habitacional
19.2801126408,-99.2031339497,Tlalpan,Habitacional
19.2210795663,-99.0024253842,Milpa Alta,Rescate EcolÃ?Â³gico
19.4786143861,-99.1822445199,Azcapotzalco,Habitacional
19.3397886808,-99.1333859572,Coyoacán,Habitacional
19.484845636,-99.1767898382,Azcapotzalco,Habitacional
19.4692499447,-99.1627319191,Azcapotzalco,Habitacional
19.1948202353,-99.0267782008,Milpa Alta,Habitacional Rural
19.2099221082,-98.9954287848,Milpa Alta,Habitacional Rural de Baja Densidad
19.2562250984,-99.1832790479,Tlalpan,Habitacional Rural
19.3346092974,-99.1621063506,Coyoacán,Habitacional con Comercio en Planta Baja
19.1988362193,-99.011993988,Milpa Alta,Habitacional Rural de Baja Densidad
19.2741396666,-99.1907632984,Tlalpan,Habitacional
19.3294896915,-99.1423018711,Coyoacán,Habitacional
19.2041133202,-99.0650116909,Milpa Alta,Habitacional Rural de Baja Densidad
19.2917387601,-99.1475611055,Tlalpan,Habitacional
19.3264298689,-99.1377488807,Coyoacán,Habitacional con Comercio en Planta Baja
19.2153354255,-98.9921328699,Milpa Alta,Habitacional Rural con Comercio y Servicios
19.472639984,-99.1469920565,Azcapotzalco,Habitacional con Comercio
19.2773600404,-99.2041336485,Tlalpan,Habitacional
19.475223899,-99.2163013923,Azcapotzalco,Habitacional
19.1704871343,-98.9933362715,Milpa Alta,Habitacional Rural de Baja Densidad
19.309644977,-99.1174892301,Coyoacán,Habitacional
19.4909112851,-99.207312954,Azcapotzalco,Habitacional
19.2099432875,-99.0598739871,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.3541008038,-99.1436061283,Coyoacán,Habitacional
19.473487294,-99.2049719836,Azcapotzalco,Centro de Barrio
19.2343489348,-99.1828029414,Tlalpan,Habitacional Rural
19.3241751884,-99.1336598108,Coyoacán,Habitacional
19.177162405,-99.0013504713,Milpa Alta,Habitacional Rural
19.1904524998,-99.0748453283,Milpa Alta,Rescate EcolÃ?Â³gico
19.4662040847,-99.1829313656,Azcapotzalco,Habitacional
19.4779318914,-99.1814258187,Azcapotzalco,Habitacional
19.479919582,-99.1889428207,Azcapotzalco,Habitacional
19.4794617447,-99.1835572528,Azcapotzalco,Habitacional
19.3534616911,-99.1619042785,Coyoacán,Habitacional unifamiliar
19.4909457813,-99.1870649334,Azcapotzalco,Habitacional
19.3509558382,-99.13102536,Coyoacán,Habitacional
19.2756737198,-99.1705821067,Tlalpan,Habitacional
19.3256733654,-99.1690954937,Coyoacán,Habitacional con Comercio en Planta Baja
19.1944144285,-99.0891986363,Milpa Alta,Habitacional Rural
19.1911839532,-99.092983106,Milpa Alta,Habitacional Rural de Baja Densidad
19.1795237972,-99.0342588032,Milpa Alta,Habitacional Rural de Baja Densidad
19.2866963201,-99.1458643301,Tlalpan,Habitacional
19.3203844742,-99.1077928391,Coyoacán,Habitacional con Comercio en Planta Baja
19.3256547959,-99.1612033613,Coyoacán,Habitacional con Comercio en Planta Baja
19.4977834037,-99.1872490362,Azcapotzalco,Habitacional con Comercio
19.2704554031,-99.2402435809,Tlalpan,Habitacional
19.1823321389,-99.0709735241,Milpa Alta,Habitacional Rural de Baja Densidad
19.462068114,-99.166133594,Azcapotzalco,Habitacional
19.3410401939,-99.1395769833,Coyoacán,Habitacional
19.1845491028,-99.068755164,Milpa Alta,Habitacional Rural
19.3076722314,-99.1622087532,Coyoacán,Habitacional con Comercio en Planta Baja
19.3107524168,-99.1441558109,Coyoacán,Habitacional
19.4190818893,-99.1727584136,Cuauhtémoc,Habitacional Mixto
19.3343719552,-99.1616194846,Coyoacán,Habitacional con Comercio en Planta Baja
19.1985829152,-99.0479855053,Milpa Alta,Habitacional Rural
19.23263768,-99.1552508252,Tlalpan,Habitacional Rural de Baja Densidad
19.1775912783,-98.9981439013,Milpa Alta,Habitacional Rural
19.3276872134,-99.1254768917,Coyoacán,Habitacional
19.2938980547,-99.1522219054,Tlalpan,Habitacional con Comercio en Planta Baja
19.3087993932,-99.2207014944,Tlalpan,Habitacional
19.2176115113,-99.0072780353,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.323092493,-99.1527774019,Coyoacán,Habitacional con Comercio en Planta Baja
19.4378628851,-99.1614345841,Cuauhtémoc,Habitacional
19.2244707673,-99.002796614,Milpa Alta,Rescate EcolÃ?Â³gico
19.3471494169,-99.1270217632,Coyoacán,Habitacional con Comercio en Planta Baja
19.2884223436,-99.2232704236,Tlalpan,Habitacional
19.2879105074,-99.2131670511,Tlalpan,Habitacional
19.3367260815,-99.1384915712,Coyoacán,Habitacional
19.321953431,-99.1127682142,Coyoacán,Habitacional
19.2919851021,-99.1378679613,Tlalpan,Habitacional
19.2998356336,-99.1149496089,Tlalpan,Habitacional
19.3193174518,-99.1363230486,Coyoacán,Habitacional
19.2795964651,-99.2346873913,Tlalpan,Habitacional con Comercio en Planta Baja
19.2757456171,-99.2345189775,Tlalpan,Habitacional con Comercio en Planta Baja
19.4235393023,-99.1601296663,Cuauhtémoc,Habitacional
19.2151692332,-99.1980949911,Tlalpan,Habitacional Rural de Baja Densidad
19.22498672,-99.1971100062,Tlalpan,Habitacional Rural de Baja Densidad
19.221442419,-98.9950987245,Milpa Alta,Equipamiento Rural
19.2027924681,-99.1374036915,Tlalpan,Habitacional Rural
19.2823004809,-99.1607010103,Tlalpan,Habitacional
19.2053554086,-99.0487763194,Milpa Alta,Habitacional Rural con Comercio y Servicios
19.417536699,-99.1306432795,Cuauhtémoc,Habitacional
19.3281332889,-99.1620017531,Coyoacán,Habitacional con Comercio en Planta Baja
19.2736099933,-99.1602154381,Tlalpan,Habitacional
19.2689986973,-99.1563848438,Tlalpan,Centro de Barrio
19.2570747786,-99.1807148079,Tlalpan,Habitacional Rural
19.337717538,-99.1449252444,Coyoacán,Habitacional
19.1948452214,-99.0850906843,Milpa Alta,Habitacional Rural de Baja Densidad
19.4089572308,-99.1457009667,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.4093686901,-99.1426478464,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.2756980365,-99.1899537771,Tlalpan,Habitacional
19.3220363589,-99.1698111114,Coyoacán,Habitacional con Comercio en Planta Baja
19.4054390516,-99.1386113784,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.2779058583,-99.2060928617,Tlalpan,Habitacional
19.2777292602,-99.2025108381,Tlalpan,Centro de Barrio
19.188312847,-99.0718415945,Milpa Alta,Habitacional Rural de Baja Densidad
19.2136238422,-98.9924412516,Milpa Alta,Habitacional Rural
19.4581259534,-99.1455099368,Cuauhtémoc,Habitacional
19.2809081937,-99.2070363643,Tlalpan,Habitacional
19.1906847363,-98.9975496818,Milpa Alta,Habitacional Rural de Baja Densidad
19.293336425,-99.2260070492,Tlalpan,Habitacional
19.27267851,-99.2150516643,Tlalpan,Habitacional
19.2711523484,-99.2203749029,Tlalpan,Habitacional
19.1855730237,-99.070127464,Milpa Alta,Habitacional Rural
19.4277754821,-99.1701756445,Cuauhtémoc,Habitacional /Comercial.
19.1751461761,-99.0370544491,Milpa Alta,Habitacional Rural de Baja Densidad
19.1923275663,-99.0888898831,Milpa Alta,Habitacional Rural con Comercio y Servicios
19.1783299243,-99.1463617262,Tlalpan,PreservaciÃ?Â³n EcolÃ?Â³gica
19.4060755571,-99.1771861636,Cuauhtémoc,Habitacional.
19.2858481725,-99.1612639964,Tlalpan,Habitacional Unifamiliar hasta 500 mÃ?Â²
19.2838903687,-99.1703695226,Tlalpan,Habitacional Unifamiliar hasta 500 mÃ?Â²
19.4093079084,-99.1772035261,Cuauhtémoc,Habitacional
19.2762665681,-99.1716654044,Tlalpan,Centro de Barrio
19.2856733041,-99.1278570441,Tlalpan,Habitacional
19.4478266191,-99.1630732771,Cuauhtémoc,Habitacional con Comercio  HC-3-20 o m
19.1671381943,-99.005010022,Milpa Alta,Rescate EcolÃ?Â³gico
19.2231959795,-98.9940818272,Milpa Alta,Habitacional Rural
19.4490206015,-99.1288888653,Cuauhtémoc,Habitacional
19.2146945974,-99.0080468509,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.2981411189,-99.200601934,Tlalpan,Habitacional
19.4441390617,-99.1572925323,Cuauhtémoc,Habitacional (Con comercio y/o Servicio en P.B. H-3-20 o 10 m)
19.2187728374,-98.9994005231,Milpa Alta,Habitacional Rural
19.2429699103,-99.2378919184,Tlalpan,PreservaciÃ?Â³n EcolÃ?Â³gica
19.2261124326,-99.204992208,Tlalpan,Habitacional Rural de Baja Densidad
19.1904844812,-99.0703873005,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.2850250708,-99.1922771814,Tlalpan,Habitacional con Comercio en Planta Baja
19.4404944294,-99.1591890588,Cuauhtémoc,Habitacional con Comercio en Planta Baja
19.1925336416,-99.0758169971,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.4313248282,-99.1493403844,Cuauhtémoc,Habitacional con Comercio
19.1728031655,-99.0175039463,Milpa Alta,ProducciÃ?Â³n Rural Agroindustrial
19.3419339327,-99.1561906764,Coyoacán,Habitacional
19.3128538225,-99.1468150703,Coyoacán,Habitacional con Comercio en Planta Baja
19.37455934,-99.0369089361,Iztapalapa,Centro de Barrio
19.2285043331,-98.9957395389,Tláhuac,Habitacional Rural
19.3523643513,-99.1260550297,Coyoacán,Habitacional
19.2417493089,-98.9934923169,Tláhuac,Habitacional Rural
19.3465320127,-99.1322630617,Coyoacán,Habitacional
19.3458761709,-99.1551115402,Coyoacán,Habitacional
19.2947081288,-99.2343079947,Tlalpan,Habitacional
19.3174738982,-99.1218680571,Coyoacán,Habitacional
19.3498943893,-99.109313736,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3350901256,-99.1205228896,Coyoacán,Habitacional con Comercio en Planta Baja
19.3429149279,-99.1343657219,Coyoacán,Habitacional
19.2387563369,-99.0022920344,Tláhuac,Habitacional Rural
19.3746099933,-99.1073466375,Iztapalapa,Habitacional
19.2855376235,-99.1945484249,Tlalpan,Habitacional con Comercio en Planta Baja
19.2880601298,-99.0598610512,Tláhuac,Centro de Barrio
19.3459711143,-99.0371547499,Iztapalapa,Habitacional con Comercio en Planta Baja
19.3657777359,-99.0396434203,Iztapalapa,Habitacional Mixto
19.2869528732,-99.0359603571,Tláhuac,Habitacional
19.3114383705,-99.0443668708,Tláhuac,Habitacional
19.288005141,-99.2400006314,Tlalpan,Habitacional
19.3075929492,-99.1496934088,Coyoacán,Habitacional
19.3434130579,-99.1111895778,Iztapalapa,Habitacional con Comercio en Planta Baja
